ID,Age,Experience,Income,Pincode,Family,CCAvg,Education,Mortgage,Loanapproved,SecuritiesAccount,CDAccount,Online,CreditCard
1837,37yrs,18,16.82,724928,0,0.18,Bachelors,4.06,1,0,1,1,0
1838,27,6,42.43,877722,2,1.3,12th or less,18.33,1,1,0,0,0
1839,33yrs 9 months,14,n/a,183095,3,0.05,Bachelors,0.0,0,1,1,0,0
1840,38yrs,16,20.9,790425,1,0.54,12th or less,20.51,1,n/a,0,0,1
1841,60yrs,40,30.34,803827,3,0.88,12th or less,33.13,1,1,0,0,0
1842,54,33,90.18,741109,2,1.71,12th or less,43.52,1,0,1,1,1
1843,31yrs 1 months,11,22.77,975595,0,0.25,Post Graduate,8.25,1,1,0,1,0
1844,34yrs 2 months,12,9.77,103363,5,0.28,Bachelors,5.23,0,0,1,1,1
1845,36yrs,n/a,42.42,168888,1,0.69,12th or less,50.71,1,1,0,1,1
1846,63yrs,44,11.66,115309,3,0.09,Post Graduate,5.42,1,1,1,0,1
1847,39,19,39.27,863461,4,0.96,Bachelors,16.47,1,1,0,1,0
1848,29yrs 3 months,11,62.77,215562,3,0.48,Bachelors,70.22,1,1,1,0,0
1849,49yrs,,43.34,192484,2,1.07,Post Graduate,37.69,0,0,0,1,1
1850,29,10,14.78,596316,2,0.49,12th or less,15.99,1,1,1,1,1
1851,22yrs 1 months,0,94.96,136988,3,1.5,Bachelors,71.26,1,0,0,0,0
1852,60,41,20.35,865855,5,0.12,12th or less,14.78,1,0,1,0,0
1853,27yrs,7,22.22,415273,2,0.31,Post Graduate,6.37,1,0,1,0,0
1854,56,35,23.3,810627,5,0.31,Post Graduate,14.53,1,0,1,0,0
1855,41yrs 5 months,23,8.27,151683,0,0.12,Bachelors,1.38,1,0,1,1,1
1856,43yrs,24,17.75,405573,5,0.11,12th or less,8.36,0,1,0,1,1
1857,56yrs,35,unemployed,842848,3,0.05,12th or less,0.0,1,0,0,1,1
1858,51yrs 8 months,n/a,Rs 22 lacs,836733,5,0.05,Bachelors,0.0,0,1,0,0,0
1859,48,28,30.4,942531,0,0.28,12th or less,27.86,0,1,1,1,1
1860,36yrs 7 months,18,15.17,220475,0,0.47,Bachelors,19.4,1,1,1,0,0
1861,45,23,14.74,371044,4,0.32,12th or less,16.14,1,1,0,1,1
1862,56yrs,34,12.57,110350,1,0.29,12th or less,10.18,1,0,0,0,1
1863,29,9,22.03,263149,0,0.33,12th or less,17.78,0,1,1,1,0
1864,23yrs,5,12.67,254418,3,0.36,Bachelors,2.35,1,0,0,0,0
1865,30,11,35.18,865460,2,1.03,Post Graduate,8.49,1,1,1,0,1
1866,56,37,n/a,793657,4,0.05,Post Graduate,0.0,0,1,1,0,0
1867,29yrs 11 months,,10.74,522569,5,0.24,Bachelors,4.15,1,0,1,0,1
1868,21yrs 5 months,0,21.83,207168,2,0.58,12th or less,20.32,1,0,0,1,1
1869,21yrs,1,67.11,342628,3,1.01,Bachelors,56.7,0,1,0,1,1
1870,29yrs,8,14.46,405341,2,0.28,12th or less,8.52,1,0,0,1,0
1871,47,29,14.62,423080,1,0.17,Post Graduate,8.8,1,n/a,1,1,1
1872,51yrs,30,unemployed,266371,2,0.3,Bachelors,0.0,1,1,1,1,1
1873,23yrs 3 months,4,13.85,761310,2,0.36,Post Graduate,13.13,1,1,0,1,1
1874,63yrs,44,37.76,484574,5,0.86,Bachelors,32.77,1,1,1,1,0
1875,39yrs 11 months,19,27.01,143292,4,0.33,Bachelors,10.66,1,n/a,0,0,0
1876,53,31,26.41,767898,5,0.64,Bachelors,5.03,1,0,1,0,0
1877,26,8,19.99,324159,3,0.37,Bachelors,12.4,1,0,1,0,1
1878,46yrs,25,29.37,852421,2,0.45,Bachelors,19.67,1,0,0,0,1
1879,63,43,Rs 6 lacs,582767,5,0.05,Bachelors,0.0,0,1,1,1,0
1880,44,n/a,22.72,223916,5,0.3,12th or less,28.79,0,1,0,1,1
1881,40yrs,18,73.46,409729,0,1.42,Post Graduate,144.24499999999998,0,1,0,0,0
1882,62yrs 6 months,n/a,13.33,703648,5,0.16,Bachelors,15.51,1,1,0,0,0
1883,33yrs 3 months,14,9.46,153298,0,0.16,12th or less,9.32,1,1,0,0,1
1884,38yrs,18,8.87,899870,4,0.2,Bachelors,3.2,0,1,0,1,1
1885,49yrs 4 months,27,25.75,565848,3,0.43,12th or less,13.79,0,1,1,1,1
1886,49,31,18.62,172538,5,0.19,12th or less,14.5,0,1,1,1,0
1887,61,39,n/a,813006,2,0.05,Post Graduate,0.0,0,1,1,1,0
1888,36yrs 4 months,17,24.04,448644,5,0.66,12th or less,5.84,1,1,1,1,0
1889,24,,20.55,190176,2,0.13,Bachelors,5.56,0,1,0,1,0
1890,64yrs 8 months,43,21.48,478232,2,0.38,Post Graduate,11.9,0,0,0,1,1
1891,50,28,10.91,190551,3,0.15,12th or less,9.07,1,0,1,0,0
1892,31yrs 5 months,12,13.73,520882,0,0.2,12th or less,16.93,1,1,1,1,1
1893,21,0,10.73,416192,5,0.11,12th or less,7.73,1,1,1,0,0
1894,48yrs,26,45.0,120127,0,1.06,Post Graduate,7.85,1,0,1,0,0
1895,28,6,n/a,938618,3,0.05,Bachelors,0.0,1,1,1,1,0
1896,30yrs,8,Rs 17 lacs,278459,4,0.05,Bachelors,0.0,1,0,1,1,1
1897,26yrs 10 months,6,unemployed,581367,2,0.05,Post Graduate,0.0,1,1,0,0,0
1898,59,39,n/a,800942,3,0.05,Bachelors,0.0,0,n/a,0,0,0
1899,48yrs,29,11.6,654527,1,0.32,12th or less,7.57,1,0,1,0,0
1900,58yrs,38,35.0,707779,0,0.31,Bachelors,35.08,0,1,1,0,1
1901,35yrs 1 months,13,17.66,681586,3,0.56,Post Graduate,4.0,0,1,1,0,1
1902,64,42,n/a,682981,2,0.05,Bachelors,0.0,0,1,0,1,1
1903,46yrs 9 months,26,12.82,342664,0,0.17,Post Graduate,4.12,1,0,0,1,1
1904,59,37,14.78,552670,4,0.13,Post Graduate,5.5,1,1,1,0,0
1905,25,7,27.34,723152,3,4.02,12th or less,5.37,1,0,0,1,1
1906,23,1,103.9,705534,1,2.98,12th or less,74.65,1,1,1,1,0
1907,60,41,9.51,829502,2,0.24,Bachelors,4.95,1,n/a,0,1,1
1908,33yrs 9 months,n/a,17.69,173113,1,0.52,12th or less,19.33,1,0,0,1,0
1909,38yrs,n/a,15.91,164903,1,0.25,Post Graduate,10.43,0,n/a,0,1,1
1910,49,31,23.2,577516,1,0.73,12th or less,19.4,1,0,0,0,0
1911,44,23,29.63,870392,1,0.44,Bachelors,24.56,1,0,1,0,0
1912,38yrs 10 months,16,Rs 23 lacs,653052,3,0.05,Bachelors,0.0,0,0,1,1,1
1913,37yrs,16,27.94,656894,4,0.68,Bachelors,27.78,1,1,0,1,0
1914,60yrs,38,Rs 44 lacs,749781,2,0.05,12th or less,0.0,0,1,0,0,0
1915,52yrs,32,29.13,507648,2,0.17,12th or less,16.34,1,0,1,0,1
1916,56yrs,35,19.85,638919,2,0.15,Bachelors,5.59,0,0,1,0,1
1917,26,8,67.29,706385,0,1.99,12th or less,17.03,1,0,0,0,1
1918,42yrs 6 months,22,27.26,384982,5,0.82,Post Graduate,6.3,0,1,0,0,1
1919,36yrs,15,41.79,973016,1,1.21,Bachelors,42.13,1,1,0,0,1
1920,57yrs 1 months,36,27.34,434596,5,0.23,Bachelors,11.34,1,1,1,0,1
1921,30yrs,,68.39,743625,3,1.39,Bachelors,15.95,1,n/a,1,0,0
1922,62,42,14.02,825209,10,0.4,Bachelors,5.07,1,0,1,0,1
1923,48,29,17.72,662089,3,0.26,Bachelors,13.32,0,0,0,0,0
1924,63yrs,43,30.63,485090,2,0.76,Bachelors,33.99,1,1,0,1,0
1925,28,6,28.13,107669,4,0.68,Post Graduate,23.62,1,1,0,1,0
1926,47yrs 7 months,29,21.04,909233,4,0.29,12th or less,15.59,1,0,0,0,1
1927,57,37,49.92,363573,0,1.45,Bachelors,33.6,1,1,1,0,0
1928,62,40,17.79,784549,3,0.42,Post Graduate,12.73,1,1,0,0,1
1929,63yrs,42,39.11,217989,0,0.49,Post Graduate,16.05,1,0,1,1,1
1930,45yrs 5 months,24,Rs 25 lacs,224677,0,0.05,12th or less,0.0,0,1,1,1,0
1931,62yrs,,Rs 22 lacs,734745,3,0.05,Post Graduate,0.0,1,1,1,1,1
1932,47,25,unemployed,808390,0,0.05,Bachelors,0.0,1,0,1,1,0
1933,38yrs,16,15.57,531890,2,0.26,Bachelors,11.02,1,0,0,0,1
1934,23yrs,5,62.06,825983,2,0.71,12th or less,59.24,1,1,1,1,1
1935,54yrs,35,29.59,574460,2,0.31,Bachelors,28.25,1,0,0,0,1
1936,33yrs 11 months,13,36.21,894058,0,0.17,12th or less,15.88,1,1,0,0,1
1937,51yrs,30,81.03,965390,2,2.21,Bachelors,99.72,1,1,1,1,0
1938,34yrs,n/a,21.81,404629,4,0.69,Post Graduate,12.06,0,n/a,1,0,0
1939,55yrs,37,30.33,494219,1,0.3,12th or less,8.95,0,0,0,0,0
1940,49yrs,29,unemployed,243546,4,0.05,Bachelors,0.0,1,0,0,0,0
1941,35,17,34.22,610839,3,0.37,Bachelors,27.06,1,0,0,1,0
1942,50yrs 4 months,32,15.32,741005,2,0.37,Bachelors,10.29,1,1,1,0,1
1943,33,12,29.28,980619,1,0.21,Bachelors,12.58,1,1,0,0,0
1944,64,46,unemployed,384242,1,0.05,Post Graduate,0.0,0,1,1,1,1
1945,32,12,27.06,961184,1,0.62,Post Graduate,16.61,1,1,1,0,1
1946,42yrs 2 months,24,Rs 19 lacs,636306,5,0.05,12th or less,0.0,0,0,0,1,1
1947,26,6,19.38,486190,4,0.49,12th or less,15.22,1,1,0,0,0
1948,27,6,14.63,897874,1,0.31,12th or less,15.71,0,1,0,1,0
1949,50yrs,31,40.01,880168,4,0.6,Bachelors,10.53,0,0,0,1,0
1950,52,31,28.36,794881,1,0.6,Bachelors,4.3,1,0,0,1,0
1951,58yrs,40,19.32,834623,5,0.3,Bachelors,21.67,1,0,0,0,1
1952,21,2,20.24,717137,4,0.58,Bachelors,9.78,1,0,0,0,1
1953,56yrs 3 months,,12.95,968195,0,0.11,Bachelors,6.32,1,1,0,0,1
1954,47,26,16.15,108792,1,0.26,Bachelors,8.39,0,0,1,0,0
1955,59,39,56.81,208440,4,0.94,12th or less,40.6,1,0,1,1,0
1956,64,42,13.41,974521,4,0.22,Bachelors,13.65,1,1,1,1,1
1957,32yrs 9 months,n/a,24.87,186661,0,0.63,Bachelors,9.3,1,0,1,0,1
1958,59yrs,37,35.55,899851,2,0.5,Bachelors,37.18,0,1,0,0,1
1959,26yrs 2 months,7,11.73,877764,4,0.26,Bachelors,6.64,0,0,0,0,1
1960,59yrs 5 months,38,39.01,914515,1,0.53,Post Graduate,26.3,1,0,1,0,0
1961,44yrs 1 months,23,9.38,998435,4,0.1,12th or less,7.13,1,0,1,0,0
1962,24,5,Rs 8 lacs,314542,5,0.05,Bachelors,0.0,1,0,1,0,1
1963,24yrs,5,8.92,101654,3,0.08,12th or less,4.8,0,1,0,0,1
1964,60,42,21.29,366959,2,0.32,Post Graduate,13.56,1,1,1,0,1
1965,24yrs 4 months,,14.2,134116,5,0.28,Bachelors,4.89,0,1,1,0,0
1966,37yrs 9 months,17,16.16,615790,3,0.15,Bachelors,20.21,0,0,0,0,0
1967,42,22,25.09,589274,1,0.61,Bachelors,10.9,1,0,1,0,0
1968,47yrs 5 months,,26.14,746648,2,0.56,Bachelors,30.59,1,1,0,1,0
1969,29,7,15.35,769616,3,0.16,Bachelors,13.03,0,1,1,1,1
1970,45yrs 9 months,23,11.78,296713,3,0.22,Bachelors,4.12,1,0,0,1,0
1971,56yrs,34,n/a,477091,2,0.05,12th or less,0.0,1,1,1,1,1
1972,62,41,37.84,626509,1,0.76,12th or less,38.17,1,1,1,0,1
1973,58yrs 10 months,36,12.86,134583,4,0.17,Bachelors,13.3,1,0,0,1,0
1974,58,36,14.44,273667,1,0.46,12th or less,5.07,1,0,1,1,1
1975,49yrs,,Rs 30 lacs,259836,3,0.05,12th or less,0.0,1,0,1,1,1
1976,24yrs,2,34.47,425490,2,0.26,Bachelors,6.47,1,0,1,0,0
1977,38,20,unemployed,694855,0,0.05,12th or less,0.0,0,1,0,0,1
1978,35yrs,n/a,10.93,717144,2,0.18,Bachelors,1.94,1,0,0,0,0
1979,47yrs,26,30.76,698433,0,0.37,Post Graduate,10.37,1,0,1,1,1
1980,55,34,14.97,768196,0,0.39,Post Graduate,16.8,0,0,1,1,1
1981,31,11,12.69,291995,5,0.06,Bachelors,5.97,1,0,1,0,0
1982,56yrs 7 months,38,18.41,565861,5,0.57,Post Graduate,10.55,1,1,1,1,1
1983,28yrs,,24.22,683667,1,0.69,Bachelors,14.41,1,n/a,1,0,1
1984,48,n/a,47.16,146626,3,0.8,Post Graduate,29.3,1,1,1,1,1
1985,58,37,13.46,900512,4,0.33,Bachelors,8.89,0,1,1,0,0
1986,21,n/a,42.63,656287,0,0.65,12th or less,36.79,0,1,1,1,1
1987,48yrs,27,13.96,368916,5,0.15,Bachelors,17.38,1,1,0,0,1
1988,25yrs 11 months,7,17.12,460555,0,0.1,12th or less,20.53,1,1,0,0,0
1989,33,11,40.88,285930,5,0.42,Post Graduate,27.0,0,0,1,0,0
1990,64,43,32.22,346960,4,0.18,12th or less,7.62,1,1,1,1,1
1991,25,7,21.2,664632,3,0.22,12th or less,24.43,1,0,0,0,1
1992,38,18,29.61,500804,4,0.41,Bachelors,23.58,1,0,1,0,0
1993,53,33,18.2,943506,2,0.34,Bachelors,7.25,1,0,0,0,1
1994,22,0,31.31,874398,1,0.85,Bachelors,21.25,0,1,1,1,1
1995,43,24,56.02,758646,3,0.42,Bachelors,30.42,1,0,1,0,1
1996,23yrs 1 months,2,17.91,601617,5,0.53,Bachelors,3.31,1,0,1,1,0
1997,37yrs 8 months,17,18.07,800891,3,0.29,Bachelors,20.18,1,1,1,0,1
1998,50yrs 7 months,32,Rs 61 lacs,180049,5,0.05,Bachelors,0.0,1,1,0,1,1
1999,51yrs 1 months,n/a,8.59,197796,3,0.24,12th or less,8.64,1,0,0,1,1
2000,29yrs,11,n/a,139229,1,0.05,12th or less,0.0,1,0,0,1,1
2001,30yrs 2 months,12,27.55,547508,3,0.79,Bachelors,30.95,1,0,1,1,0
2002,29yrs 5 months,10,86.77,377982,3,2.62,Bachelors,79.15,1,0,0,0,1
2003,50yrs 9 months,28,8.66,216308,1,0.08,Bachelors,14.347999999999999,1,0,1,0,1
2004,40,21,13.15,177902,1,0.37,Bachelors,17.09,0,1,0,0,0
2005,26yrs,5,21.79,905597,0,0.29,Bachelors,23.84,1,0,0,1,0
2006,58,37,19.78,660902,2,0.11,Bachelors,3.63,1,1,1,1,0
2007,52,32,Rs 17 lacs,390765,4,0.05,Bachelors,0.0,1,1,1,0,0
2008,41,23,29.78,370388,0,0.41,Bachelors,12.3,1,1,0,1,1
2009,46yrs 6 months,28,unemployed,183686,3,0.05,Post Graduate,0.0,1,n/a,1,1,0
2010,40yrs 1 months,21,26.62,553364,0,0.8,Bachelors,24.97,1,1,1,0,1
2011,55,33,5.75,286360,4,0.16,Bachelors,3.17,1,0,1,0,0
2012,32yrs,13,16.34,309839,0,0.15,Bachelors,16.87,1,1,1,1,0
2013,56,36,65.43,270378,0,1.19,Bachelors,36.45,1,1,0,0,1
2014,51yrs,33,Rs 24 lacs,952206,3,0.05,12th or less,0.0,1,1,0,1,0
2015,23yrs,,21.89,459370,2,0.33,12th or less,7.16,1,0,0,0,0
2016,28,9,13.68,180933,5,0.23,Post Graduate,5.52,1,1,1,1,0
2017,65,47,16.98,227066,5,0.24,12th or less,3.59,0,1,1,1,1
2018,40yrs 9 months,19,17.17,158232,3,0.2,12th or less,19.91,1,1,0,1,1
2019,39yrs 1 months,17,18.07,794997,4,0.28,Post Graduate,22.47,1,0,1,0,1
2020,26yrs,4,84.35,917947,1,1.89,12th or less,46.29,1,1,0,0,0
2021,23yrs,2,46.99,443844,0,0.48,Bachelors,55.61,1,1,0,1,0
2022,51,32,23.4,705947,3,0.21,Post Graduate,23.64,1,1,0,0,1
2023,50yrs,31,n/a,148500,1,0.05,Bachelors,0.0,1,1,1,1,0
2024,61yrs 7 months,40,8.74,828648,5,0.11,Post Graduate,4.48,0,0,1,1,1
2025,29,11,22.43,745912,1,0.57,12th or less,3.48,1,1,1,1,0
2026,50,28,13.19,612046,10,0.14,12th or less,9.59,1,1,0,0,1
2027,24yrs,4,unemployed,873910,0,0.05,Bachelors,0.0,0,1,1,1,1
2028,38,19,37.66,126345,4,0.62,12th or less,47.09,1,0,1,1,0
2029,39yrs 9 months,17,147.23,465900,5,1.01,Bachelors,164.02,1,1,1,0,1
2030,34yrs,13,30.47,741409,0,0.53,12th or less,30.2,1,0,0,1,1
2031,58yrs 9 months,39,12.65,868122,0,0.17,12th or less,5.87,0,1,1,0,1
2032,22,4,21.72,301280,5,0.62,Post Graduate,13.47,1,1,1,1,0
2033,65yrs 7 months,44,40.57,919346,0,0.61,Bachelors,31.41,1,0,0,0,0
2034,31,12,Rs 23 lacs,928881,4,0.05,12th or less,0.0,0,0,1,0,0
2035,49yrs,31,26.51,924302,5,0.5,12th or less,23.85,1,1,1,1,0
2036,57yrs 10 months,38,30.51,818802,2,0.91,12th or less,6.67,1,0,0,1,1
2037,62yrs,44,15.07,735816,4,0.08,12th or less,11.88,0,1,1,1,1
2038,48,27,23.96,308886,5,0.13,12th or less,18.49,1,1,0,1,1
2039,41,22,11.37,795616,3,0.1,12th or less,13.22,1,1,1,0,1
2040,45,,32.8,455986,1,0.57,12th or less,39.33,1,1,1,1,0
2041,33yrs,11,9.79,901562,3,0.15,Post Graduate,12.37,1,1,0,0,0
2042,40,19,43.45,974862,4,0.36,Post Graduate,27.84,1,0,0,0,0
2043,59,39,17.13,555527,1,0.13,Bachelors,17.28,1,0,1,1,1
2044,54,n/a,unemployed,929034,4,0.05,Post Graduate,0.0,0,1,1,0,0
2045,59yrs,41,34.54,146337,1,0.54,Bachelors,34.95,0,1,0,1,1
2046,65yrs 1 months,43,9.82,808578,1,1.05,Bachelors,10.17,1,0,1,0,1
2047,28yrs,10,13.02,540795,2,0.15,Bachelors,11.78,0,0,1,1,0
2048,39,20,24.75,396806,0,0.78,Post Graduate,21.76,1,1,0,1,0
2049,25,6,16.57,704289,5,0.28,Post Graduate,8.22,0,1,0,0,1
2050,59,39,unemployed,583482,0,0.05,12th or less,0.0,0,0,0,0,0
2051,44yrs 6 months,26,37.19,961391,2,0.77,12th or less,26.52,1,0,0,1,1
2052,51,32,14.8,128891,1,0.45,Post Graduate,5.18,1,0,1,0,1
2053,42yrs,23,14.41,471046,3,0.16,Post Graduate,14.77,1,1,0,0,0
2054,59yrs 2 months,40,14.27,716312,3,0.24,12th or less,12.05,0,0,1,0,1
2055,56yrs,37,66.51,184775,10,1.69,Post Graduate,80.52,1,0,1,0,0
2056,40yrs 4 months,22,unemployed,656852,3,0.05,Bachelors,0.0,0,1,1,1,1
2057,64yrs,45,49.67,638447,0,0.92,Bachelors,46.324999999999996,1,0,1,0,0
2058,58yrs 10 months,37,Rs 15 lacs,616558,3,0.05,12th or less,0.0,0,0,1,0,0
2059,35,17,39.88,547367,5,1.22,12th or less,41.46,1,1,1,1,0
2060,21yrs 3 months,3,27.74,395209,5,0.91,Bachelors,19.83,0,1,1,0,0
2061,21,2,17.93,839754,1,0.36,12th or less,5.62,1,0,0,0,0
2062,24,4,27.33,848184,1,0.61,Bachelors,9.22,1,0,0,0,1
2063,50,31,35.76,337140,4,1.18,Bachelors,38.61,1,0,0,1,1
2064,37yrs 11 months,18,19.94,895537,0,0.35,Post Graduate,14.61,1,0,1,0,0
2065,27yrs,9,20.63,922581,3,0.57,12th or less,22.89,1,1,0,0,1
2066,64yrs,44,24.92,324886,0,0.18,Post Graduate,28.15,0,1,0,0,0
2067,47yrs 10 months,29,unemployed,996514,3,0.05,Post Graduate,0.0,1,n/a,0,1,0
2068,61yrs,41,47.85,970523,4,1.0,Bachelors,38.25,0,1,1,1,0
2069,43yrs,23,14.98,742192,5,0.26,Post Graduate,7.28,1,1,1,1,0
2070,50,31,21.73,610761,1,0.72,Bachelors,11.95,0,0,1,0,1
2071,21yrs,0,58.29,566491,2,0.41,Bachelors,61.39,0,0,1,0,0
2072,46,24,38.24,976017,3,0.62,12th or less,26.72,0,0,1,0,0
2073,64,44,42.5,222591,1,0.52,Bachelors,52.96,0,n/a,0,1,1
2074,38yrs,19,29.35,631960,5,5.61,Bachelors,37.04,1,1,1,0,1
2075,49,29,unemployed,687162,5,0.05,Bachelors,0.0,1,0,1,0,0
2076,39yrs,,30.43,282391,1,0.82,Post Graduate,22.28,1,0,0,1,0
2077,29yrs,7,16.74,678168,3,0.28,Bachelors,7.97,1,1,0,1,0
2078,29,7,unemployed,734636,2,0.05,12th or less,0.0,1,0,0,0,1
2079,40yrs,21,27.48,805877,1,0.36,12th or less,14.51,1,0,1,0,0
2080,30,11,28.58,122147,3,0.79,Post Graduate,33.35,0,1,0,0,0
2081,62,44,31.17,401790,2,0.63,Post Graduate,40.24,1,0,0,1,0
2082,48,30,14.48,790848,4,0.1,12th or less,3.66,0,0,1,1,0
2083,43yrs 8 months,,56.92,420737,4,1.51,Post Graduate,31.95,1,0,0,0,1
2084,38yrs 5 months,19,15.62,137052,2,0.12,Post Graduate,7.63,1,0,0,0,1
2085,29,11,48.97,453924,1,1.27,Bachelors,13.0,1,0,1,1,1
2086,39yrs,n/a,59.03,539043,0,1.55,Post Graduate,43.34,1,0,0,1,0
2087,46yrs 1 months,n/a,24.95,392971,3,0.57,Post Graduate,32.725,1,1,1,0,0
2088,53,34,unemployed,141171,4,0.05,Bachelors,0.0,1,0,1,0,0
2089,63,45,15.19,638304,5,0.11,Bachelors,18.75,1,0,0,0,0
2090,61yrs 5 months,43,54.11,841503,0,1.6,Bachelors,35.97,1,1,0,1,0
2091,25yrs 6 months,4,12.57,599343,4,0.26,Bachelors,11.65,1,0,1,0,1
2092,26yrs,7,40.58,388617,4,1.13,Bachelors,46.46,1,0,0,1,1
2093,24,n/a,n/a,982448,1,0.05,Bachelors,0.0,1,0,1,1,1
2094,45yrs,26,16.61,128021,2,0.21,Bachelors,2.99,1,0,1,1,0
2095,33,14,Rs 11 lacs,562424,5,0.05,Bachelors,0.0,1,1,0,0,0
2096,48yrs,28,20.18,128972,3,0.16,Bachelors,23.55,1,0,0,1,0
2097,27yrs,8,unemployed,962250,2,0.05,Bachelors,0.0,0,0,1,0,0
2098,24yrs 3 months,,16.29,517107,3,0.16,12th or less,2.85,0,1,0,1,0
2099,25yrs 6 months,,18.42,423413,2,0.13,12th or less,16.61,1,n/a,1,0,0
2100,65yrs 5 months,46,24.62,167312,4,0.44,Bachelors,26.42,0,0,1,0,1
2101,32yrs,14,18.37,354163,2,0.29,Bachelors,9.29,1,0,1,0,0
2102,37yrs 8 months,16,unemployed,895325,3,0.05,Post Graduate,0.0,1,1,1,0,0
2103,60yrs 2 months,42,12.63,631371,0,0.06,Bachelors,5.23,1,0,1,1,1
2104,58,37,35.01,173837,5,0.92,Bachelors,13.5,1,0,0,0,0
2105,47yrs,27,22.63,309998,4,0.11,12th or less,14.89,1,0,1,1,1
2106,44yrs 3 months,24,27.09,882808,4,0.78,Bachelors,34.37,0,1,0,0,1
2107,57,37,22.56,884054,2,0.4,12th or less,22.68,1,1,1,0,1
2108,32,,9.58,947719,3,0.24,Bachelors,3.99,0,0,1,1,1
2109,39yrs,n/a,14.99,763759,2,0.21,Post Graduate,13.52,1,1,1,1,0
2110,36,16,34.84,481222,5,0.49,Post Graduate,40.35,1,1,0,1,1
2111,58,38,47.71,885069,3,1.26,Bachelors,13.8,1,0,1,0,0
2112,43yrs 7 months,25,26.98,913860,0,0.19,Bachelors,18.24,1,0,1,1,0
2113,54yrs,34,22.44,247413,0,0.45,Post Graduate,9.41,1,1,1,1,0
2114,54,34,13.97,277888,2,1.31,12th or less,15.11,1,0,1,0,0
2115,31yrs 10 months,10,11.61,671523,1,0.17,12th or less,11.7,1,0,0,1,0
2116,34,,17.96,620791,5,0.55,12th or less,13.41,1,1,1,0,0
2117,45,23,9.29,569702,0,0.1,Post Graduate,8.84,1,1,0,1,0
2118,24,2,24.38,612778,2,0.79,Bachelors,7.39,1,1,1,1,0
2119,57yrs 9 months,39,25.66,647570,1,0.33,Bachelors,32.35,1,1,1,1,0
2120,62,44,24.56,619461,0,0.57,Post Graduate,12.56,1,0,1,1,0
2121,38yrs 7 months,19,Rs 14 lacs,660072,4,0.05,Bachelors,0.0,0,0,1,1,1
2122,31,13,14.81,274506,5,0.34,12th or less,17.64,1,0,0,1,1
2123,52yrs 8 months,31,30.68,724518,2,0.68,12th or less,19.8,1,1,1,0,0
2124,30yrs,8,14.93,566131,3,0.1,Post Graduate,3.54,1,1,0,0,0
2125,37yrs 8 months,16,21.54,759483,3,0.56,Bachelors,4.79,0,0,0,1,1
2126,34,14,Rs 19 lacs,738736,4,0.05,Bachelors,0.0,1,0,0,1,1
2127,37yrs 7 months,n/a,21.6,401899,3,0.68,Post Graduate,8.48,1,1,0,1,0
2128,26yrs 1 months,8,38.99,682178,3,0.55,Bachelors,21.58,1,1,0,1,1
2129,24yrs,5,27.31,201093,0,0.35,Bachelors,34.3,1,1,0,1,1
2130,21yrs 1 months,3,Rs 9 lacs,379543,4,0.05,Bachelors,0.0,0,0,1,0,1
2131,63yrs,42,9.28,902845,5,0.1,12th or less,9.68,1,0,0,1,1
2132,56,36,18.66,224433,5,0.5,Post Graduate,17.03,1,0,1,0,0
2133,63,42,44.73,454919,5,0.75,Bachelors,48.28,1,1,1,1,1
2134,49,28,35.5,484523,3,0.47,12th or less,26.9,1,0,0,0,0
2135,57yrs,38,32.1,679167,1,1.0,Bachelors,12.04,1,0,0,1,0
2136,51yrs 9 months,32,16.23,182922,0,0.34,12th or less,3.27,1,1,1,1,0
2137,64,43,14.49,168442,1,0.35,Bachelors,13.88,1,1,0,0,1
2138,29yrs,10,unemployed,704522,2,0.05,Bachelors,0.0,1,0,0,1,0
2139,62,42,23.85,874583,5,0.76,Bachelors,25.58,0,1,0,1,1
2140,46yrs 8 months,26,21.38,856831,3,0.2,Bachelors,20.08,0,1,0,0,1
2141,36,14,35.63,582748,3,0.64,Post Graduate,30.1,1,0,0,0,1
2142,60yrs,39,Rs 32 lacs,614687,1,0.05,Bachelors,0.0,1,1,1,0,0
2143,51,32,12.34,808347,4,0.07,Bachelors,9.28,0,0,0,1,1
2144,47yrs 6 months,25,18.09,732786,3,0.4,Post Graduate,7.04,0,1,1,1,0
2145,61,41,37.97,992466,4,0.58,Post Graduate,29.01,1,0,1,1,0
2146,42yrs,20,53.25,804473,5,1.02,Bachelors,68.51,0,1,1,1,0
2147,30,8,n/a,583732,0,0.05,Post Graduate,0.0,0,1,0,1,0
2148,43yrs,24,23.36,716868,1,0.67,Post Graduate,28.91,0,0,1,1,1
2149,25yrs,6,24.72,352873,3,0.24,Post Graduate,20.61,1,0,1,1,0
2150,57yrs,37,11.8,607754,2,0.08,Bachelors,1.89,1,0,1,0,0
2151,30,12,22.93,758897,3,0.29,Bachelors,29.23,1,0,1,0,0
2152,33yrs,11,8.56,107294,0,0.1,Post Graduate,2.62,1,1,0,1,0
2153,53,33,18.39,464175,0,0.58,12th or less,13.27,1,n/a,1,0,1
2154,57,37,unemployed,230441,4,0.05,Post Graduate,0.0,0,1,0,1,1
2155,26,n/a,14.26,869565,4,0.41,Post Graduate,15.39,1,0,0,0,1
2156,64yrs,42,20.33,992090,1,0.18,Bachelors,17.75,1,1,1,0,1
