sentence,abbreviation,expansion
The RA indicated synovial and erosion during evaluation.,RA,Rheumatoid Arthritis
Assessment showed synovial; RA signified presence of DMARD.,RA,Rheumatoid Arthritis
DMARD was noted near the RA context along with erosion.,RA,Rheumatoid Arthritis
The RA indicated DMARD and autoimmune during evaluation.,RA,Rheumatoid Arthritis
RA related findings such as DMARD plus autoimmune were documented.,RA,Rheumatoid Arthritis
Clinicians discussed erosion and autoimmune when referring to RA.,RA,Rheumatoid Arthritis
The RA indicated autoimmune and erosion during evaluation.,RA,Rheumatoid Arthritis
Assessment showed DMARD; RA signified presence of synovial.,RA,Rheumatoid Arthritis
The RA indicated synovial and DMARD during evaluation.,RA,Rheumatoid Arthritis
The RA indicated autoimmune and synovial during evaluation.,RA,Rheumatoid Arthritis
synovial was noted near the RA context along with DMARD.,RA,Rheumatoid Arthritis
Clinicians discussed synovial and DMARD when referring to RA.,RA,Rheumatoid Arthritis
Clinicians discussed erosion and DMARD when referring to RA.,RA,Rheumatoid Arthritis
RA related findings such as DMARD plus erosion were documented.,RA,Rheumatoid Arthritis
The RA indicated DMARD and synovial during evaluation.,RA,Rheumatoid Arthritis
The RA indicated autoimmune and synovial during evaluation.,RA,Rheumatoid Arthritis
RA related findings such as erosion plus autoimmune were documented.,RA,Rheumatoid Arthritis
The RA indicated synovial and DMARD during evaluation.,RA,Rheumatoid Arthritis
Assessment showed autoimmune; RA signified presence of erosion.,RA,Rheumatoid Arthritis
Clinicians discussed synovial and erosion when referring to RA.,RA,Rheumatoid Arthritis
DMARD was noted near the RA context along with synovial.,RA,Rheumatoid Arthritis
The RA indicated autoimmune and DMARD during evaluation.,RA,Rheumatoid Arthritis
RA related findings such as erosion plus autoimmune were documented.,RA,Rheumatoid Arthritis
Assessment showed autoimmune; RA signified presence of DMARD.,RA,Rheumatoid Arthritis
The RA indicated atrium and chamber during evaluation.,RA,Right Atrium
Assessment showed chamber; RA signified presence of catheter.,RA,Right Atrium
The RA indicated atrium and chamber during evaluation.,RA,Right Atrium
The RA indicated tricuspid and chamber during evaluation.,RA,Right Atrium
RA related findings such as atrium plus chamber were documented.,RA,Right Atrium
atrium was noted near the RA context along with catheter.,RA,Right Atrium
The RA indicated atrium and chamber during evaluation.,RA,Right Atrium
RA related findings such as chamber plus atrium were documented.,RA,Right Atrium
Assessment showed chamber; RA signified presence of atrium.,RA,Right Atrium
RA related findings such as tricuspid plus atrium were documented.,RA,Right Atrium
catheter was noted near the RA context along with tricuspid.,RA,Right Atrium
catheter was noted near the RA context along with tricuspid.,RA,Right Atrium
RA related findings such as atrium plus tricuspid were documented.,RA,Right Atrium
RA related findings such as chamber plus tricuspid were documented.,RA,Right Atrium
The RA indicated catheter and tricuspid during evaluation.,RA,Right Atrium
RA related findings such as chamber plus catheter were documented.,RA,Right Atrium
Clinicians discussed chamber and atrium when referring to RA.,RA,Right Atrium
RA related findings such as catheter plus chamber were documented.,RA,Right Atrium
The RA indicated catheter and tricuspid during evaluation.,RA,Right Atrium
RA related findings such as chamber plus tricuspid were documented.,RA,Right Atrium
The RA indicated atrium and catheter during evaluation.,RA,Right Atrium
The RA indicated tricuspid and chamber during evaluation.,RA,Right Atrium
atrium was noted near the RA context along with chamber.,RA,Right Atrium
catheter was noted near the RA context along with tricuspid.,RA,Right Atrium
Assessment showed tricuspid; RA signified presence of chamber.,RA,Right Atrium
Assessment showed catheter; RA signified presence of tricuspid.,RA,Right Atrium
The RA indicated chamber and tricuspid during evaluation.,RA,Right Atrium
RA related findings such as chamber plus tricuspid were documented.,RA,Right Atrium
Clinicians discussed tricuspid and catheter when referring to RA.,RA,Right Atrium
chamber was noted near the RA context along with catheter.,RA,Right Atrium
The RA indicated catheter and chamber during evaluation.,RA,Right Atrium
The RA indicated catheter and tricuspid during evaluation.,RA,Right Atrium
chamber was noted near the RA context along with tricuspid.,RA,Right Atrium
catheter was noted near the RA context along with tricuspid.,RA,Right Atrium
atrium was noted near the RA context along with catheter.,RA,Right Atrium
The RA indicated tricuspid and catheter during evaluation.,RA,Right Atrium
Assessment showed atrium; RA signified presence of catheter.,RA,Right Atrium
Clinicians discussed chamber and catheter when referring to RA.,RA,Right Atrium
Clinicians discussed catheter and tricuspid when referring to RA.,RA,Right Atrium
Clinicians discussed tricuspid and catheter when referring to RA.,RA,Right Atrium
tricuspid was noted near the RA context along with chamber.,RA,Right Atrium
chamber was noted near the RA context along with atrium.,RA,Right Atrium
Clinicians discussed atrium and chamber when referring to RA.,RA,Right Atrium
Assessment showed tricuspid; RA signified presence of chamber.,RA,Right Atrium
RA related findings such as chamber plus catheter were documented.,RA,Right Atrium
Clinicians discussed catheter and tricuspid when referring to RA.,RA,Right Atrium
atrium was noted near the RA context along with tricuspid.,RA,Right Atrium
Clinicians discussed chamber and atrium when referring to RA.,RA,Right Atrium
chamber was noted near the RA context along with catheter.,RA,Right Atrium
Clinicians discussed catheter and tricuspid when referring to RA.,RA,Right Atrium
atrium was noted near the RA context along with tricuspid.,RA,Right Atrium
Clinicians discussed catheter and chamber when referring to RA.,RA,Right Atrium
catheter was noted near the RA context along with chamber.,RA,Right Atrium
Clinicians discussed chamber and atrium when referring to RA.,RA,Right Atrium
Clinicians discussed catheter and tricuspid when referring to RA.,RA,Right Atrium
The RA indicated tricuspid and catheter during evaluation.,RA,Right Atrium
tricuspid was noted near the RA context along with chamber.,RA,Right Atrium
RA related findings such as tricuspid plus atrium were documented.,RA,Right Atrium
catheter was noted near the RA context along with chamber.,RA,Right Atrium
catheter was noted near the RA context along with tricuspid.,RA,Right Atrium
atrium was noted near the RA context along with tricuspid.,RA,Right Atrium
Assessment showed atrium; RA signified presence of catheter.,RA,Right Atrium
RA related findings such as chamber plus catheter were documented.,RA,Right Atrium
Clinicians discussed chamber and tricuspid when referring to RA.,RA,Right Atrium
RA related findings such as tricuspid plus atrium were documented.,RA,Right Atrium
The RA indicated atrium and tricuspid during evaluation.,RA,Right Atrium
Assessment showed atrium; RA signified presence of catheter.,RA,Right Atrium
Clinicians discussed tricuspid and atrium when referring to RA.,RA,Right Atrium
Clinicians discussed atrium and catheter when referring to RA.,RA,Right Atrium
atrium was noted near the RA context along with chamber.,RA,Right Atrium
The RA indicated tricuspid and chamber during evaluation.,RA,Right Atrium
Clinicians discussed catheter and atrium when referring to RA.,RA,Right Atrium
The RA indicated catheter and tricuspid during evaluation.,RA,Right Atrium
Assessment showed chamber; RA signified presence of tricuspid.,RA,Right Atrium
Clinicians discussed atrium and catheter when referring to RA.,RA,Right Atrium
Assessment showed tricuspid; RA signified presence of chamber.,RA,Right Atrium
Assessment showed catheter; RA signified presence of tricuspid.,RA,Right Atrium
The RA indicated chamber and catheter during evaluation.,RA,Right Atrium
Clinicians discussed tricuspid and chamber when referring to RA.,RA,Right Atrium
atrium was noted near the RA context along with catheter.,RA,Right Atrium
chamber was noted near the RA context along with atrium.,RA,Right Atrium
Clinicians discussed catheter and chamber when referring to RA.,RA,Right Atrium
chamber was noted near the RA context along with catheter.,RA,Right Atrium
Clinicians discussed atrium and catheter when referring to RA.,RA,Right Atrium
RA related findings such as catheter plus tricuspid were documented.,RA,Right Atrium
Assessment showed atrium; RA signified presence of chamber.,RA,Right Atrium
RA related findings such as catheter plus chamber were documented.,RA,Right Atrium
Assessment showed atrium; RA signified presence of tricuspid.,RA,Right Atrium
Assessment showed tricuspid; RA signified presence of atrium.,RA,Right Atrium
RA related findings such as chamber plus atrium were documented.,RA,Right Atrium
The RA indicated tricuspid and atrium during evaluation.,RA,Right Atrium
The RA indicated chamber and atrium during evaluation.,RA,Right Atrium
RA related findings such as catheter plus chamber were documented.,RA,Right Atrium
The RA indicated tricuspid and chamber during evaluation.,RA,Right Atrium
Assessment showed tricuspid; RA signified presence of catheter.,RA,Right Atrium
The RA indicated catheter and atrium during evaluation.,RA,Right Atrium
catheter was noted near the RA context along with tricuspid.,RA,Right Atrium
catheter was noted near the RA context along with tricuspid.,RA,Right Atrium
RA related findings such as tricuspid plus atrium were documented.,RA,Right Atrium
The RA indicated catheter and tricuspid during evaluation.,RA,Right Atrium
catheter was noted near the RA context along with chamber.,RA,Right Atrium
RA related findings such as atrium plus catheter were documented.,RA,Right Atrium
RA related findings such as atrium plus tricuspid were documented.,RA,Right Atrium
Assessment showed atrium; RA signified presence of tricuspid.,RA,Right Atrium
atrium was noted near the RA context along with catheter.,RA,Right Atrium
atrium was noted near the RA context along with tricuspid.,RA,Right Atrium
The RA indicated chamber and tricuspid during evaluation.,RA,Right Atrium
RA related findings such as atrium plus chamber were documented.,RA,Right Atrium
RA related findings such as catheter plus tricuspid were documented.,RA,Right Atrium
Clinicians discussed chamber and tricuspid when referring to RA.,RA,Right Atrium
catheter was noted near the RA context along with chamber.,RA,Right Atrium
atrium was noted near the RA context along with chamber.,RA,Right Atrium
Assessment showed catheter; RA signified presence of atrium.,RA,Right Atrium
The RA indicated tricuspid and catheter during evaluation.,RA,Right Atrium
Clinicians discussed tricuspid and chamber when referring to RA.,RA,Right Atrium
RA related findings such as catheter plus chamber were documented.,RA,Right Atrium
atrium was noted near the RA context along with tricuspid.,RA,Right Atrium
Clinicians discussed atrium and chamber when referring to RA.,RA,Right Atrium
Clinicians discussed catheter and atrium when referring to RA.,RA,Right Atrium
Assessment showed atrium; RA signified presence of tricuspid.,RA,Right Atrium
The RA indicated tricuspid and chamber during evaluation.,RA,Right Atrium
Assessment showed chamber; RA signified presence of catheter.,RA,Right Atrium
Assessment showed chamber; RA signified presence of tricuspid.,RA,Right Atrium
Clinicians discussed chamber and catheter when referring to RA.,RA,Right Atrium
Assessment showed atrium; RA signified presence of tricuspid.,RA,Right Atrium
RA related findings such as atrium plus chamber were documented.,RA,Right Atrium
RA related findings such as chamber plus catheter were documented.,RA,Right Atrium
Clinicians discussed tricuspid and catheter when referring to RA.,RA,Right Atrium
catheter was noted near the RA context along with chamber.,RA,Right Atrium
chamber was noted near the RA context along with atrium.,RA,Right Atrium
